frame,A_x,A_y,A_r,A_score,A_x_smooth,A_y_smooth,M_x,M_y,M_r,M_score,M_x_smooth,M_y_smooth,H_x,H_y,H_r,H_score,H_x_smooth,H_y_smooth,R_x,R_y,R_r,R_score,R_x_smooth,R_y_smooth,X,Y,Z,speed,goal_flag,goal_confidence
504,754,457,4,,1103.5606,560.0048,387,719,8,,834.5372,616.3550,136,375,4,,714.7635,567.1832,1550,434,4,,1132.2333,444.9544,-0.5084,0.7641,0.0000,0.7769,0,
505,,,,,,,412,712,8,,833.6477,616.5564,136,375,4,,713.2406,566.6775,1549,433,4,,1133.1553,444.9280,-1.8656,0.4838,0.0000,,0,
506,745,450,4,,1102.6046,559.7115,434,706,8,,832.8082,616.7442,135,375,4,,711.7231,566.1745,,,,,,,-0.5284,0.7706,0.0000,,0,
507,737,447,4,,1101.6324,559.4118,453,700,9,,832.0121,616.9188,135,375,4,,710.2136,565.6741,1046,420,5,,1132.9629,444.8730,-0.5408,0.7746,0.0000,0.7822,0,
508,,,,,,,467,697,8,,831.2485,617.0863,134,375,4,,708.7093,565.1763,732,413,5,,1132.0798,444.8028,-1.9002,0.4887,0.0000,,0,
509,,,,,,,453,709,17,,830.4589,617.2782,134,375,4,,707.2129,564.6812,562,410,6,,1130.8271,444.7263,-1.9116,0.4902,0.0000,0.6918,0,
510,,,,,,,496,711,4,,829.7622,617.4734,134,374,4,,705.7242,564.1859,486,423,5,,1129.4131,444.6787,-1.9226,0.4917,0.0000,0.6618,0,
511,,,,,,,,,,,,,134,374,4,,704.2432,563.6933,,,,,,,,,,,0,
512,,,,,,,1099,663,5,,830.3219,617.5680,134,373,4,,702.7699,563.2006,461,455,8,,1127.9507,444.7012,-1.9345,0.4962,0.0000,,0,
513,,,,,,,1476,632,5,,831.6613,617.5980,133,373,4,,701.3016,562.7105,470,480,9,,1126.5142,444.7783,-1.9352,0.4985,0.0000,0.1433,0,
514,,,,,,,1682,613,4,,833.4217,617.5884,133,373,4,,699.8409,562.2229,493,502,7,,1125.1342,444.9030,-1.9337,0.5009,0.0000,0.1742,0,
515,,,,,,,1769,605,5,,835.3545,617.5624,,,,,,,521,516,4,,1123.8210,445.0575,0.1959,1.0869,0.0000,,0,
516,,,,,,,1780,603,4,,837.3020,617.5324,681,412,6,,699.7926,561.8377,550,521,5,,1122.5764,445.2222,-1.9145,0.5031,0.0000,,0,
517,745,495,5,,1100.6865,559.2409,,,,,,,1038,446,7,,700.6575,561.5415,572,524,7,,1121.3848,445.3927,-0.5933,0.7961,0.0000,,0,
518,755,529,6,,1099.7721,559.1610,1151,658,5,,837.9474,617.6157,1243,472,4,,702.0408,561.3131,,,,,,,-0.5909,0.7976,0.0000,0.1684,0,
519,765,552,5,,1098.8889,559.1421,727,681,4,,837.7196,617.7458,1343,494,6,,703.6715,561.1418,582,532,4,,1120.2200,445.5797,-0.5872,0.7986,0.0000,0.2314,0,
520,779,566,4,,1098.0472,559.1601,,,,,,,1368,505,8,,705.3574,560.9994,585,539,6,,1119.0666,445.7811,-0.5830,0.7992,0.0000,0.2560,0,
521,791,575,5,,1097.2414,559.2017,711,659,4,,837.4600,617.8303,1352,511,7,,706.9943,560.8728,588,543,6,,1117.9246,445.9901,-0.5788,0.7996,0.0000,0.2506,0,
522,805,584,7,,1096.4765,559.2666,723,648,6,,837.2259,617.8920,1315,515,6,,708.5295,560.7570,587,553,4,,1116.7854,446.2197,-0.5750,0.7999,0.0000,0.2316,0,
523,816,591,5,,1095.7443,559.3494,750,647,6,,837.0480,617.9514,1270,517,7,,709.9436,560.6468,582,563,5,,1115.6404,446.4698,-0.5716,0.8000,0.0000,0.2047,0,
524,,,,,,,781,649,6,,836.9338,618.0147,1228,522,7,,711.2451,560.5497,577,570,6,,1114.4896,446.7337,-1.8591,0.5072,0.0000,,0,
525,,,,,,,810,658,6,,836.8791,618.0959,1193,527,7,,712.4523,560.4656,,,,,,,-1.8533,0.5072,0.0000,0.3458,0,
526,,,,,,,835,668,6,,836.8753,618.1971,1163,534,6,,713.5786,560.3995,568,588,5,,1113.3245,447.0349,-1.8477,0.5070,0.0000,0.3369,0,
527,,,,,,,853,681,6,,836.9079,618.3243,1143,544,7,,714.6493,560.3586,558,605,7,,1112.1431,447.3709,-1.8422,0.5066,0.0000,0.3320,0,
528,848,624,7,,1095.0992,559.5178,867,695,6,,836.9687,618.4791,1132,554,9,,715.6874,560.3427,,,,,,,-0.5461,0.8007,0.0000,,0,
529,870,652,7,,1094.5146,559.7580,875,710,6,,837.0454,618.6636,1127,564,5,,716.7079,560.3518,546,630,5,,1110.9412,447.7586,-0.5439,0.7995,0.0000,0.1506,0,
530,887,675,6,,1093.9771,560.0565,879,714,5,,837.1298,618.8554,1123,577,5,,717.7134,560.3930,533,645,5,,1109.7169,448.1765,-0.5415,0.7978,0.0000,0.1735,0,
531,898,693,7,,1093.4707,560.3999,879,708,5,,837.2138,619.0344,1122,594,9,,718.7115,560.4760,521,643,6,,1108.4724,448.5883,-0.5391,0.7956,0.0000,0.1953,0,
532,905,704,5,,1092.9851,560.7700,877,697,5,,837.2936,619.1907,1124,613,9,,719.7096,560.6053,512,634,4,,1107.2141,448.9794,-0.5365,0.7931,0.0000,0.2147,0,
533,915,700,4,,1092.5276,561.1279,875,682,7,,837.3690,619.3163,1127,631,9,,720.7102,560.7783,502,617,5,,1105.9401,449.3331,-0.5338,0.7905,0.0000,0.2278,0,
534,,,,,,,873,669,4,,837.4401,619.4154,1129,651,9,,721.7108,560.9994,494,600,5,,1104.6547,449.6496,-1.8042,0.4979,0.0000,,0,
535,929,679,7,,1092.1083,561.4301,869,655,5,,837.5029,619.4863,1131,664,7,,722.7114,561.2512,484,585,4,,1103.3536,449.9333,-0.5259,0.7866,0.0000,,0,
536,,,,,,,865,644,6,,837.5576,619.5350,1135,663,7,,723.7169,561.4993,475,571,5,,1102.0392,450.1866,-1.7936,0.4948,0.0000,,0,
537,950,651,5,,1091.7449,561.6591,862,634,6,,837.6061,619.5637,1141,653,7,,724.7320,561.7219,465,559,5,,1100.7094,450.4137,-0.5176,0.7831,0.0000,,0,
538,,,,,,,859,625,9,,837.6485,619.5745,1146,635,9,,725.7544,561.8998,457,548,5,,1099.3685,450.6170,-1.7830,0.4926,0.0000,,0,
539,,,,,,,855,620,9,,837.6827,619.5753,1150,618,6,,726.7815,562.0356,448,540,7,,1098.0144,450.8028,-1.7777,0.4919,0.0000,0.3210,0,
540,,,,,,,,,,,,,1153,600,7,,727.8109,562.1273,439,535,6,,1096.6473,450.9775,-0.4777,1.3345,0.0000,,0,
541,,,,,,,778,640,4,,837.5650,619.6156,1158,586,9,,728.8474,562.1848,430,531,7,,1095.2673,451.1432,-1.7679,0.4910,0.0000,,0,
542,,,,,,,,,,,,,1164,573,8,,729.8933,562.2108,421,528,7,,1093.8743,451.3019,-0.4812,1.3324,0.0000,,0,
543,994,614,4,,1091.4956,561.7926,802,624,9,,837.4950,619.6242,1167,558,7,,730.9414,562.2007,412,528,5,,1092.4685,451.4601,-0.4878,0.7800,0.0000,33.1466,0,
544,,,,,,,817,615,5,,837.4548,619.6152,1172,554,9,,731.9964,562.1811,403,528,6,,1091.0500,451.6175,-1.7527,0.4910,0.0000,,0,
545,1027,587,7,,1091.3315,561.8568,,,,,,,1174,548,9,,733.0512,562.1472,,,,,,,-0.4781,0.7800,0.0000,,0,
546,1050,572,6,,1091.2266,561.8825,872,613,4,,837.5225,619.6022,1177,545,9,,734.1081,562.1064,390,531,4,,1089.6106,451.7805,-0.4733,0.7801,0.0000,0.2856,0,
547,1065,566,7,,1091.1602,561.8929,,,,,,,1182,541,8,,735.1718,562.0563,380,533,6,,1088.1566,451.9469,-0.4683,0.7803,0.0000,0.2994,0,
548,1075,566,7,,1091.1194,561.9033,861,611,8,,837.5684,619.5854,1186,540,12,,736.2400,562.0040,370,534,6,,1086.6882,452.1147,-0.4632,0.7805,0.0000,0.3085,0,
549,1080,567,4,,1091.0914,561.9161,851,611,7,,837.5947,619.5686,1190,541,9,,737.3126,561.9544,362,538,6,,1085.2094,452.2900,-0.4580,0.7806,0.0000,0.3136,0,
550,1086,573,7,,1091.0786,561.9440,842,614,7,,837.6033,619.5577,1192,543,10,,738.3849,561.9097,356,542,7,,1083.7244,452.4727,-0.4527,0.7807,0.0000,0.3179,0,
551,1092,580,8,,1091.0809,561.9892,836,618,8,,837.6001,619.5547,1197,547,9,,739.4638,561.8746,347,549,5,,1082.2271,452.6688,-0.4473,0.7807,0.0000,0.3244,0,
552,,,,,,,830,623,6,,837.5854,619.5614,1202,550,10,,740.5495,561.8467,340,556,4,,1080.7217,452.8784,-1.7093,0.4930,0.0000,,0,
553,1107,593,4,,1091.1207,562.0667,826,630,7,,837.5629,619.5816,1205,556,10,,741.6370,561.8330,334,563,5,,1079.2103,453.1013,-0.4362,0.7805,0.0000,,0,
554,1116,606,7,,1091.1828,562.1763,822,636,7,,837.5328,619.6134,1209,563,8,,742.7289,561.8358,329,571,4,,1077.6949,453.3395,-0.4304,0.7799,0.0000,0.3478,0,
555,1124,616,8,,1091.2644,562.3102,819,644,6,,837.4971,619.6605,1213,570,7,,743.8250,561.8548,321,580,7,,1076.1694,453.5948,-0.4246,0.7792,0.0000,0.3563,0,
556,1131,625,6,,1091.3630,562.4657,816,652,5,,837.4556,619.7228,1217,579,9,,744.9252,561.8947,314,590,6,,1074.6361,453.8692,-0.4186,0.7782,0.0000,0.3644,0,
557,1140,633,4,,1091.4834,562.6403,814,661,5,,837.4105,619.8021,1222,589,10,,746.0320,561.9575,307,603,7,,1073.0948,454.1687,-0.4124,0.7770,0.0000,0.3750,0,
558,1147,650,5,,1091.6204,562.8559,813,670,5,,837.3637,619.8985,1226,600,9,,747.1429,562.0456,300,614,6,,1071.5456,454.4889,-0.4062,0.7755,0.0000,0.3853,0,
559,1156,662,9,,1091.7790,563.1001,811,679,6,,837.3132,620.0117,1229,612,8,,748.2556,562.1610,292,625,4,,1069.9867,454.8299,-0.3998,0.7737,0.0000,0.3964,0,
560,1162,669,4,,1091.9515,563.3603,810,686,5,,837.2610,620.1378,1233,629,9,,749.3724,562.3149,,,,,,,-0.3934,0.7716,0.0000,0.4063,0,
561,1172,683,8,,1092.1477,563.6535,809,684,4,,837.2070,620.2597,1237,644,8,,750.4933,562.5027,1023,523,4,,1069.8929,454.9660,-0.3868,0.7692,0.0000,0.4207,0,
562,1180,696,4,,1092.3624,563.9770,807,677,5,,837.1495,620.3678,1241,664,11,,751.6182,562.7355,,,,,,,-0.3801,0.7664,0.0000,0.4352,0,
563,,,,,,,805,667,5,,837.0884,620.4564,1246,682,11,,752.7493,563.0084,733,554,6,,1069.2219,455.1632,-1.6508,0.4827,0.0000,,0,
564,1196,693,6,,1092.6152,564.2917,803,656,7,,837.0237,620.5239,1249,704,10,,753.8822,563.3302,514,572,6,,1068.1182,455.3955,-0.3675,0.7619,0.0000,,0,
565,,,,,,,803,645,6,,836.9593,620.5702,1253,726,10,,755.0190,563.7007,360,580,5,,1066.7133,455.6427,-1.6401,0.4786,0.0000,,0,
566,1213,678,7,,1092.9080,564.5683,801,636,7,,836.8913,620.5994,1256,725,9,,756.1575,564.0673,260,581,4,,1065.1160,455.8909,-0.3547,0.7568,0.0000,,0,
567,1226,662,4,,1093.2310,564.8048,799,630,8,,836.8198,620.6171,1261,719,10,,757.3021,564.4185,,,,,,,-0.3473,0.7539,0.0000,0.4743,0,
568,,,,,,,798,624,7,,836.7467,620.6235,1267,707,6,,758.4552,564.7411,195,577,5,,1063.3966,456.1302,-1.6240,0.4732,0.0000,,0,
569,,,,,,,797,620,7,,836.6720,620.6223,1272,690,10,,759.6143,565.0238,162,571,7,,1061.6189,456.3568,-1.6186,0.4718,0.0000,0.3361,0,
570,1254,641,4,,1093.6203,564.9892,796,616,6,,836.5957,620.6136,1278,675,8,,760.7817,565.2715,149,566,6,,1059.8226,456.5726,-0.3280,0.7487,0.0000,,0,
571,,,,,,,795,615,6,,836.5178,620.6031,1283,657,10,,761.9551,565.4776,147,562,6,,1058.0294,456.7797,-1.6076,0.4696,0.0000,,0,
572,1274,625,7,,1094.0559,565.1342,792,614,6,,836.4346,620.5908,1288,646,8,,763.1344,565.6581,150,558,6,,1056.2491,456.9781,-0.3140,0.7460,0.0000,,0,
573,1290,614,7,,1094.5280,565.2519,790,615,5,,836.3480,620.5804,1293,633,10,,764.3197,565.8087,155,557,5,,1054.4856,457.1739,-0.3058,0.7447,0.0000,0.5037,0,
574,1301,609,7,,1095.0243,565.3570,789,615,5,,836.2598,620.5700,1298,627,9,,765.5108,565.9453,159,556,7,,1052.7367,457.3669,-0.2973,0.7435,0.0000,0.5114,0,
575,1311,607,8,,1095.5421,565.4569,788,616,6,,836.1702,620.5615,1305,619,10,,766.7122,566.0635,162,557,6,,1051.0006,457.5611,-0.2887,0.7424,0.0000,0.5199,0,
576,,,,,,,785,617,4,,836.0752,620.5549,1310,620,10,,767.9193,566.1833,,,,,,,-1.5800,0.4663,0.0000,,0,
577,1324,609,8,,1096.0886,565.5611,783,620,5,,835.9769,620.5538,1315,617,10,,769.1322,566.2960,910,486,5,,1050.7263,457.6164,-0.2739,0.7407,0.0000,,0,
578,1334,613,7,,1096.6564,565.6743,,,,,,,1320,620,10,,770.3508,566.4148,1382,442,5,,1051.3695,457.5861,-0.2650,0.7396,0.0000,0.5404,0,
579,1343,619,8,,1097.2428,565.8012,780,625,5,,835.8735,620.5621,1326,621,10,,771.5773,566.5353,1645,417,5,,1052.5198,457.5074,-0.2559,0.7383,0.0000,0.5489,0,
580,1351,625,8,,1097.8455,565.9418,778,630,5,,835.7667,620.5795,1331,628,11,,772.8094,566.6706,1762,407,5,,1053.8920,457.4097,-0.2467,0.7369,0.0000,0.5566,0,
581,1358,632,8,,1098.4619,566.0983,775,636,5,,835.6548,620.6079,1337,632,11,,774.0492,566.8142,1787,405,6,,1055.3071,457.3086,-0.2374,0.7354,0.0000,0.5641,0,
582,1365,640,7,,1099.0920,566.2730,774,640,6,,835.5415,620.6435,1341,642,11,,775.2924,566.9791,1757,409,6,,1056.6590,457.2155,-0.2281,0.7337,0.0000,0.5711,0,
583,1373,649,7,,1099.7379,566.4681,771,645,6,,835.4231,620.6882,1347,652,12,,776.5433,567.1651,1702,414,6,,1057.8999,457.1324,-0.2186,0.7318,0.0000,0.5804,0,
584,1381,658,9,,1100.3996,566.6834,771,651,7,,835.3051,620.7437,1352,664,10,,777.7996,567.3765,1641,420,6,,1059.0190,457.0611,-0.2090,0.7297,0.0000,0.5895,0,
585,1387,667,4,,1101.0723,566.9189,769,657,6,,835.1839,620.8100,1357,676,10,,779.0613,567.6131,1583,426,5,,1060.0227,457.0016,-0.1993,0.7273,0.0000,0.5974,0,
586,,,,,,,768,662,8,,835.0613,620.8851,1363,690,10,,780.3306,567.8791,1536,431,5,,1060.9327,456.9519,-1.5230,0.4562,0.0000,,0,
587,,,,,,,766,663,5,,834.9355,620.9618,1369,705,11,,781.6074,568.1766,1499,434,5,,1061.7686,456.9081,-1.5173,0.4543,0.0000,0.3631,0,
588,1408,689,4,,1101.7910,567.2048,765,659,7,,834.8084,621.0310,1375,725,13,,782.8917,568.5160,1474,437,6,,1062.5538,456.8702,-0.1766,0.7214,0.0000,,0,
589,1421,698,4,,1102.5367,567.5103,764,653,6,,834.6799,621.0890,1380,746,13,,784.1812,568.8993,1457,438,6,,1063.3036,456.8343,-0.1664,0.7180,0.0000,0.6446,0,
590,1433,698,7,,1103.3070,567.8145,763,647,6,,834.5500,621.1359,1385,769,12,,785.4759,569.3305,1447,439,6,,1064.0316,456.8005,-0.1561,0.7143,0.0000,0.6576,0,
591,1441,691,4,,1104.0922,568.1009,760,641,6,,834.4152,621.1719,1391,792,13,,786.7780,569.8093,,,,,,,-0.1456,0.7104,0.0000,0.6669,0,
592,1452,680,4,,1104.8993,568.3605,759,635,7,,834.2791,621.1968,1397,797,12,,788.0873,570.2967,1443,439,6,,1064.7493,456.7668,-0.1351,0.7067,0.0000,0.6733,0,
593,1459,671,4,,1105.7189,568.5981,758,629,6,,834.1417,621.2109,1403,793,12,,789.4039,570.7736,1442,440,5,,1065.4623,456.7351,-0.1244,0.7031,0.0000,0.6758,0,
594,1467,664,9,,1106.5532,568.8184,757,626,6,,834.0030,621.2195,1410,776,13,,790.7298,571.2120,1442,439,6,,1066.1727,456.7016,-0.1136,0.6998,0.0000,0.6775,0,
595,1476,657,6,,1107.4043,569.0215,757,623,5,,833.8647,621.2227,1417,763,13,,792.0650,571.6209,1443,439,5,,1066.8823,456.6683,-0.1027,0.6968,0.0000,0.6811,0,
596,1486,649,9,,1108.2746,569.2054,755,619,4,,833.7234,621.2187,1425,752,11,,793.4116,572.0047,1445,439,5,,1067.5930,456.6351,-0.0916,0.6939,0.0000,0.6865,0,
597,1496,645,8,,1109.1637,569.3792,754,618,4,,833.5808,621.2130,1432,736,13,,794.7672,572.3528,1447,439,6,,1068.3048,456.6020,-0.0803,0.6913,0.0000,0.6914,0,
598,1502,642,4,,1110.0626,569.5454,,,,,,,1438,727,12,,796.1299,572.6804,1448,439,6,,1069.0157,456.5690,-0.0690,0.6889,0.0000,0.6945,0,
599,1512,642,8,,1110.9801,569.7108,737,707,6,,833.4084,621.3661,1446,716,12,,797.5036,572.9834,1450,439,6,,1069.7278,456.5362,-0.0576,0.6865,0.0000,0.7016,0,
600,1520,643,7,,1111.9117,569.8777,,,,,,,1455,713,13,,798.8906,573.2788,1451,439,6,,1070.4390,456.5035,-0.0460,0.6842,0.0000,0.7093,0,
601,1528,643,5,,1112.8573,570.0439,655,755,10,,833.0904,621.6043,1463,708,12,,800.2886,573.5624,1452,439,5,,1071.1495,456.4709,-0.0343,0.6820,0.0000,0.7159,0,
602,1535,650,4,,1113.8144,570.2251,604,780,8,,832.6828,621.8861,1470,711,14,,801.6954,573.8511,1452,438,5,,1071.8574,456.4366,-0.0225,0.6796,0.0000,0.7230,0,
603,1543,654,5,,1114.7853,570.4147,580,790,7,,832.2340,622.1847,1477,720,10,,803.1110,574.1574,1452,438,5,,1072.5626,456.4024,-0.0105,0.6771,0.0000,0.7312,0,
604,1553,659,8,,1115.7744,570.6146,570,791,4,,831.7691,622.4840,1485,724,13,,804.5374,574.4709,1452,438,5,,1073.2652,456.3683,0.0016,0.6746,0.0000,0.7408,0,
605,1560,666,5,,1116.7748,570.8294,571,785,5,,831.3076,622.7716,1491,735,12,,805.9704,574.8060,1452,438,5,,1073.9652,456.3343,0.0137,0.6718,0.0000,0.7484,0,
606,1568,672,5,,1117.7887,571.0567,576,779,6,,830.8565,623.0476,1500,741,12,,807.4161,575.1522,,,,,,,0.0260,0.6690,0.0000,0.7577,0,
607,1580,678,4,,1118.8249,571.2965,583,773,7,,830.4195,623.3121,1508,753,13,,808.8725,575.5219,1452,438,5,,1074.6626,456.3005,0.0385,0.6659,0.0000,0.7698,0,
608,1589,687,7,,1119.8766,571.5553,590,770,5,,829.9962,623.5703,1515,767,14,,810.3373,575.9191,1452,438,5,,1075.3574,456.2668,0.0511,0.6626,0.0000,0.7802,0,
609,1596,698,8,,1120.9393,571.8375,597,767,5,,829.5868,623.8223,1522,784,12,,811.8106,576.3499,1452,438,5,,1076.0497,456.2333,0.0637,0.6591,0.0000,0.7903,0,
610,1603,709,8,,1122.0128,572.1430,,,,,,,1529,799,13,,813.2922,576.8098,1452,438,5,,1076.7395,456.1998,0.0765,0.6552,0.0000,0.8002,0,
611,1611,713,5,,1123.0993,572.4559,616,717,6,,829.2121,623.9858,,,,,,,1452,438,5,,1077.4267,456.1665,0.1616,0.4178,0.0000,15.1327,0,
612,1618,706,5,,1124.1965,572.7520,,,,,,,1089,615,9,,813.8606,576.8886,1453,438,5,,1078.1132,456.1333,0.0903,0.6518,0.0000,14.6771,0,
613,1626,695,5,,1125.3066,573.0225,689,655,4,,828.9666,624.0401,811,496,8,,813.8547,576.7221,1453,438,5,,1078.7973,456.1002,0.0958,0.6513,0.0000,0.3327,0,
614,1634,685,6,,1126.4294,573.2696,,,,,,,656,428,8,,813.5306,576.4168,1453,439,5,,1079.4788,456.0690,0.0998,0.6516,0.0000,0.2402,0,
615,1643,677,8,,1127.5671,573.4981,679,647,4,,828.7044,624.0802,,,,,,,1453,439,5,,1080.1579,456.0380,0.1814,0.4121,0.0000,15.1780,0,
616,1652,670,8,,1128.7196,573.7101,669,646,4,,828.4257,624.1185,,,,,,,1452,439,5,,1080.8327,456.0071,0.1857,0.4109,0.0000,0.2727,0,
617,1659,664,5,,1129.8824,573.9081,,,,,,,,,,,,,1452,439,5,,1081.5050,455.9763,1.4569,1.2506,0.0000,,0,
618,1668,660,8,,1131.0597,574.0965,650,694,4,,828.1149,624.2402,,,,,,,1452,439,5,,1082.1749,455.9456,0.1959,0.4083,0.0000,,0,
619,1677,658,8,,1132.2516,574.2797,638,726,4,,827.7843,624.4172,601,580,5,,813.0952,576.4241,1451,439,5,,1082.8406,455.9150,0.1267,0.6465,0.0000,14.8798,0,
620,1685,657,7,,1133.4557,574.4599,630,748,6,,827.4409,624.6317,,,,,,,1451,439,5,,1083.5039,455.8845,0.2045,0.4045,0.0000,15.2475,0,
621,1693,657,6,,1134.6720,574.6393,,,,,,,587,505,16,,812.6329,576.2781,,,,,,,0.1365,0.6454,0.0000,15.0165,0,
622,,,,,,,541,725,10,,826.9445,624.8056,604,459,16,,812.2071,576.0388,1452,439,5,,1084.1666,455.8541,-1.4042,0.3958,0.0000,,0,
623,1703,660,4,,1135.9047,574.8244,488,710,11,,826.3582,624.9530,635,435,16,,811.8462,575.7516,1452,439,5,,1084.8269,455.8239,0.1388,0.6471,0.0000,,0,
624,,,,,,,459,700,11,,825.7238,625.0826,670,427,16,,811.5580,575.4492,1452,439,5,,1085.4849,455.7937,-1.4136,0.3973,0.0000,,0,
625,,,,,,,447,693,11,,825.0709,625.1997,703,427,16,,811.3378,575.1482,1452,439,5,,1086.1405,455.7637,-1.4180,0.3983,0.0000,0.2677,0,
626,,,,,,,447,689,10,,824.4202,625.3095,730,433,16,,811.1732,574.8604,1452,439,5,,1086.7938,455.7338,-1.4220,0.3992,0.0000,0.2504,0,
627,,,,,,,452,688,10,,823.7803,625.4172,751,440,16,,811.0516,574.5880,1451,438,5,,1087.4429,455.7022,-1.4258,0.4000,0.0000,0.2337,0,
628,,,,,,,459,688,10,,823.1547,625.5246,766,447,16,,810.9608,574.3308,1451,438,5,,1088.0898,455.6707,-1.4294,0.4007,0.0000,0.2196,0,
629,,,,,,,467,689,10,,822.5449,625.6333,775,455,16,,810.8884,574.0907,1451,438,5,,1088.7343,455.6393,-1.4328,0.4014,0.0000,0.2084,0,
630,,,,,,,473,690,11,,821.9474,625.7433,781,460,16,,810.8284,573.8617,1451,438,5,,1089.3766,455.6080,-1.4361,0.4020,0.0000,0.2005,0,
631,1566,645,4,,1136.8355,574.9763,478,692,11,,821.3605,625.8563,784,463,16,,810.7747,573.6395,1451,438,5,,1090.0165,455.5769,0.1381,0.6569,0.0000,,0,
632,,,,,,,480,692,10,,820.7791,625.9690,784,467,16,,810.7211,573.4263,1451,438,5,,1090.6543,455.5458,-1.4425,0.4030,0.0000,,0,
633,,,,,,,484,693,11,,820.2064,626.0830,784,468,16,,810.6678,573.2158,1452,438,5,,1091.2915,455.5149,-1.4456,0.4035,0.0000,0.1900,0,
634,,,,,,,486,693,12,,819.6390,626.1966,783,469,16,,810.6127,573.0083,1452,438,5,,1091.9265,455.4840,-1.4487,0.4040,0.0000,0.1889,0,
635,,,,,,,487,694,11,,819.0752,626.3115,,,,,,,1453,438,5,,1092.5610,455.4533,-0.0418,0.9912,0.0000,,0,
636,,,,,,,,,,,,,782,469,16,,810.5558,572.8015,,,,,,,,,,,0,
637,,,,,,,574,722,4,,818.6606,626.4734,781,469,16,,810.4972,572.5956,1452,439,5,,1093.1916,455.4244,-1.4542,0.4047,0.0000,,0,
638,,,,,,,,,,,,,780,469,16,,810.4368,572.3905,1452,439,5,,1093.8199,455.3957,-0.0787,1.2611,0.0000,,0,
639,,,,,,,1053,709,4,,819.0564,626.6128,779,469,16,,810.3747,572.1861,1452,439,5,,1094.4460,455.3670,-1.4528,0.4060,0.0000,,0,
640,,,,,,,1348,700,4,,819.9483,626.7365,779,469,16,,810.3128,571.9826,1452,439,6,,1095.0700,455.3385,-1.4487,0.4064,0.0000,0.2501,0,
641,,,,,,,,,,,,,779,469,16,,810.2512,571.7799,1452,439,5,,1095.6918,455.3100,-0.0703,1.2646,0.0000,,0,
642,,,,,,,997,695,11,,820.2464,626.8514,778,468,16,,810.1878,571.5761,1452,439,5,,1096.3114,455.2816,-1.4478,0.4079,0.0000,,0,
643,,,,,,,743,692,11,,820.1165,626.9609,778,468,16,,810.1247,571.3730,1451,439,5,,1096.9271,455.2534,-1.4488,0.4083,0.0000,0.0643,0,
644,,,,,,,576,693,13,,819.7070,627.0717,778,468,16,,810.0618,571.1707,1452,439,6,,1097.5424,455.2252,-1.4512,0.4088,0.0000,0.1444,0,
645,,,,,,,475,693,13,,819.1296,627.1821,778,468,16,,809.9992,570.9692,1452,439,5,,1098.1556,455.1971,-1.4544,0.4092,0.0000,0.1939,0,
646,,,,,,,422,694,13,,818.4656,627.2939,778,468,16,,809.9368,570.7685,1452,439,5,,1098.7667,455.1692,-1.4580,0.4097,0.0000,0.2195,0,
647,,,,,,,402,694,13,,817.7704,627.4052,778,467,16,,809.8747,570.5667,1452,439,5,,1099.3757,455.1413,-1.4618,0.4101,0.0000,0.2288,0,
648,,,,,,,401,693,12,,817.0758,627.5145,778,467,16,,809.8128,570.3656,1451,438,5,,1099.9808,455.1118,-1.4656,0.4106,0.0000,0.2286,0,
649,,,,,,,412,693,12,,816.4019,627.6235,778,467,16,,809.7512,570.1653,1451,438,5,,1100.5839,455.0824,-1.4692,0.4111,0.0000,0.2223,0,
650,,,,,,,427,693,12,,815.7551,627.7321,,,,,,,1451,438,5,,1101.1849,455.0531,-0.0153,0.9861,0.0000,,0,
651,,,,,,,443,693,12,,815.1370,627.8403,778,467,16,,809.6898,569.9658,,,,,,,-1.4759,0.4110,0.0000,,0,
652,,,,,,,457,693,12,,814.5441,627.9482,778,467,16,,809.6286,569.7670,1451,438,5,,1101.7838,455.0239,-1.4791,0.4114,0.0000,0.1981,0,
653,,,,,,,469,693,12,,813.9730,628.0557,778,467,16,,809.5677,569.5690,1451,438,5,,1102.3807,454.9948,-1.4823,0.4119,0.0000,0.1915,0,
654,,,,,,,477,693,11,,813.4170,628.1629,778,468,16,,809.5070,569.3737,1451,438,5,,1102.9756,454.9658,-1.4854,0.4123,0.0000,0.1869,0,
655,,,,,,,482,693,11,,812.8710,628.2697,778,468,16,,809.4465,569.1792,1451,438,5,,1103.5684,454.9369,-1.4884,0.4128,0.0000,0.1838,0,
656,,,,,,,,,,,,,777,469,16,,809.3844,568.9873,1451,438,5,,1104.1593,454.9081,-0.0323,1.2805,0.0000,,0,
657,,,,,,,665,686,5,,812.6278,628.3646,777,469,16,,809.3224,568.7961,1451,438,5,,1104.7481,454.8794,-1.4902,0.4142,0.0000,,0,
658,,,,,,,,,,,,,778,468,16,,809.2627,568.6038,1451,439,5,,1105.3349,454.8525,-0.0270,1.2827,0.0000,,0,
659,,,,,,,794,687,4,,812.5972,628.4609,778,468,16,,809.2031,568.4122,1451,439,5,,1105.9197,454.8256,-1.4910,0.4156,0.0000,,0,
660,,,,,,,,,,,,,778,468,16,,809.1438,568.2213,1452,439,5,,1106.5043,454.7989,-0.0218,1.2849,0.0000,,0,
661,,,,,,,827,734,5,,812.6209,628.6339,778,468,16,,809.0847,568.0311,1452,439,5,,1107.0868,454.7723,-1.4915,0.4167,0.0000,,0,
